5;DETAILS ENTERED;at_studio:1;day:0;hour:1
5;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:1
5;PHOTOS UPLOADED;at_studio:1;day:0;hour:1
5;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:1
5;CUSTOMER REMINDED OF GALLERY;at_studio:1;day:0;hour:1
5;INVOICE ISSUED;at_studio:1;day:0;hour:1
5;ORDER UPDATED;at_studio:1;day:0;hour:1
5;FEE RECEIVED;at_studio:1;day:0;hour:1
5;ORDER CLOSED;at_studio:1;day:0;hour:1
6;DETAILS ENTERED;at_studio:1;day:0;hour:2
6;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:2
6;PHOTOS UPLOADED;at_studio:1;day:0;hour:2
6;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:2
6;ORDER PLACED;at_studio:1;day:0;hour:2
6;PHOTOS EDITED;at_studio:1;day:0;hour:2
6;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:2
6;INVOICE ISSUED;at_studio:1;day:0;hour:2
6;ORDER UPDATED;at_studio:1;day:0;hour:2
6;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:2
6;ORDER CLOSED;at_studio:1;day:0;hour:2
7;DETAILS ENTERED;at_studio:1;day:0;hour:2
7;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:2
7;CONTACTED CUSTOMER;at_studio:1;day:0;hour:2
7;PHOTOS UPLOADED;at_studio:1;day:0;hour:2
7;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:2
7;ORDER PLACED;at_studio:1;day:0;hour:2
7;PHOTOS EDITED;at_studio:1;day:0;hour:2
7;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:2
7;INVOICE ISSUED;at_studio:1;day:0;hour:2
7;ORDER UPDATED;at_studio:1;day:0;hour:2
7;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:2
7;ORDER CLOSED;at_studio:1;day:0;hour:2
8;DETAILS ENTERED;at_studio:1;day:0;hour:3
8;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:3
8;PHOTOS UPLOADED;at_studio:1;day:0;hour:3
8;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:3
8;ORDER PLACED;at_studio:1;day:0;hour:3
8;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:3
8;INVOICE ISSUED;at_studio:1;day:0;hour:3
8;ORDER UPDATED;at_studio:1;day:0;hour:3
8;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:3
8;ORDER CLOSED;at_studio:1;day:0;hour:3
9;DETAILS ENTERED;at_studio:1;day:0;hour:3
9;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:3
9;PHOTOS UPLOADED;at_studio:1;day:0;hour:3
9;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:3
9;CUSTOMER REMINDED OF GALLERY;at_studio:1;day:0;hour:3
9;INVOICE ISSUED;at_studio:1;day:0;hour:3
9;ORDER UPDATED;at_studio:1;day:0;hour:3
9;FEE RECEIVED;at_studio:1;day:0;hour:3
9;ORDER CLOSED;at_studio:1;day:0;hour:3
10;DETAILS ENTERED;at_studio:1;day:0;hour:4
10;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:4
10;PHOTOS UPLOADED;at_studio:1;day:0;hour:4
10;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:4
10;ORDER PLACED;at_studio:1;day:0;hour:4
10;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:4
10;INVOICE ISSUED;at_studio:1;day:0;hour:4
10;ORDER UPDATED;at_studio:1;day:0;hour:4
10;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:4
10;ORDER CLOSED;at_studio:1;day:0;hour:4
11;DETAILS ENTERED;at_studio:1;day:0;hour:4
11;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:4
11;PHOTOS UPLOADED;at_studio:1;day:0;hour:4
11;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:4
11;CUSTOMER REMINDED OF GALLERY;at_studio:1;day:0;hour:4
11;INVOICE ISSUED;at_studio:1;day:0;hour:4
11;ORDER UPDATED;at_studio:1;day:0;hour:4
11;FEE RECEIVED;at_studio:1;day:0;hour:4
11;ORDER CLOSED;at_studio:1;day:0;hour:4
12;DETAILS ENTERED;at_studio:0;day:0;hour:0
12;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
12;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
12;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
12;CUSTOMER REMINDED OF GALLERY;at_studio:0;day:0;hour:0
12;INVOICE ISSUED;at_studio:0;day:0;hour:0
12;INVOICE REMINDER SENT;at_studio:0;day:0;hour:0
12;ORDER UPDATED;at_studio:0;day:0;hour:0
12;FEE RECEIVED;at_studio:0;day:0;hour:0
12;ORDER CLOSED;at_studio:0;day:0;hour:0
13;DETAILS ENTERED;at_studio:1;day:0;hour:5
13;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:5
13;PHOTOS UPLOADED;at_studio:1;day:0;hour:5
13;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:5
13;ORDER PLACED;at_studio:1;day:0;hour:5
13;PHOTOS EDITED;at_studio:1;day:0;hour:5
13;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:5
13;INVOICE ISSUED;at_studio:1;day:0;hour:5
13;ORDER UPDATED;at_studio:1;day:0;hour:5
13;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:5
13;ORDER CLOSED;at_studio:1;day:0;hour:5
14;DETAILS ENTERED;at_studio:0;day:0;hour:0
14;BOOKING CANCELLED;at_studio:0;day:0;hour:0
15;DETAILS ENTERED;at_studio:1;day:0;hour:5
15;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:5
15;CONTACTED CUSTOMER;at_studio:1;day:0;hour:5
15;INVOICE ISSUED;at_studio:1;day:0;hour:5
15;ORDER UPDATED;at_studio:1;day:0;hour:5
15;FEE RECEIVED;at_studio:1;day:0;hour:5
15;ORDER CLOSED;at_studio:1;day:0;hour:5
16;DETAILS ENTERED;at_studio:1;day:0;hour:6
16;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:6
16;CONTACTED CUSTOMER;at_studio:1;day:0;hour:6
16;INVOICE ISSUED;at_studio:1;day:0;hour:6
16;ORDER UPDATED;at_studio:1;day:0;hour:6
16;FEE RECEIVED;at_studio:1;day:0;hour:6
16;ORDER CLOSED;at_studio:1;day:0;hour:6
17;DETAILS ENTERED;at_studio:0;day:0;hour:0
17;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
17;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
17;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
17;ORDER PLACED;at_studio:0;day:0;hour:0
17;PHOTOS EDITED;at_studio:0;day:0;hour:0
17;PHOTOS UPLOADED TO DROPBOX;at_studio:0;day:0;hour:0
17;INVOICE ISSUED;at_studio:0;day:0;hour:0
17;ORDER UPDATED;at_studio:0;day:0;hour:0
17;EMAIL LINK TO PHOTOS SENT;at_studio:0;day:0;hour:0
17;ORDER CLOSED;at_studio:0;day:0;hour:0
18;DETAILS ENTERED;at_studio:1;day:0;hour:6
18;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:6
18;PHOTOS UPLOADED;at_studio:1;day:0;hour:6
18;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:6
18;ORDER PLACED;at_studio:1;day:0;hour:6
18;PHOTOS EDITED;at_studio:1;day:0;hour:6
18;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:6
18;INVOICE ISSUED;at_studio:1;day:0;hour:6
18;ORDER UPDATED;at_studio:1;day:0;hour:6
18;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:6
18;ORDER CLOSED;at_studio:1;day:0;hour:6
19;DETAILS ENTERED;at_studio:1;day:0;hour:7
19;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:7
19;PHOTOS UPLOADED;at_studio:1;day:0;hour:7
19;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:7
19;ORDER PLACED;at_studio:1;day:0;hour:7
19;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:7
19;INVOICE ISSUED;at_studio:1;day:0;hour:7
19;ORDER UPDATED;at_studio:1;day:0;hour:7
19;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:7
19;ORDER CLOSED;at_studio:1;day:0;hour:7
20;DETAILS ENTERED;at_studio:1;day:0;hour:7
20;PHOTOGRAPHER CHECKED IN;at_studio:1;day:0;hour:7
20;PHOTOS UPLOADED;at_studio:1;day:0;hour:7
20;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:0;hour:7
20;ORDER PLACED;at_studio:1;day:0;hour:7
20;PHOTOS EDITED;at_studio:1;day:0;hour:7
20;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:0;hour:7
20;INVOICE ISSUED;at_studio:1;day:0;hour:7
20;INVOICE REMINDER SENT;at_studio:1;day:0;hour:7
20;ORDER UPDATED;at_studio:1;day:0;hour:7
20;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:0;hour:7
20;ORDER CLOSED;at_studio:1;day:0;hour:7
21;DETAILS ENTERED;at_studio:1;day:1;hour:0
21;BOOKING CANCELLED;at_studio:1;day:1;hour:0
22;DETAILS ENTERED;at_studio:1;day:1;hour:0
22;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:0
22;PHOTOS UPLOADED;at_studio:1;day:1;hour:0
22;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:0
22;ORDER PLACED;at_studio:1;day:1;hour:0
22;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:0
22;INVOICE ISSUED;at_studio:1;day:1;hour:0
22;ORDER UPDATED;at_studio:1;day:1;hour:0
22;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:0
22;ORDER CLOSED;at_studio:1;day:1;hour:0
23;DETAILS ENTERED;at_studio:1;day:1;hour:1
23;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:1
23;PHOTOS UPLOADED;at_studio:1;day:1;hour:1
23;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:1
23;ORDER PLACED;at_studio:1;day:1;hour:1
23;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:1
23;INVOICE ISSUED;at_studio:1;day:1;hour:1
23;INVOICE REMINDER SENT;at_studio:1;day:1;hour:1
23;ORDER UPDATED;at_studio:1;day:1;hour:1
23;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:1
23;ORDER CLOSED;at_studio:1;day:1;hour:1
24;DETAILS ENTERED;at_studio:1;day:1;hour:1
24;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:1
24;PHOTOS UPLOADED;at_studio:1;day:1;hour:1
24;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:1
24;CUSTOMER REMINDED OF GALLERY;at_studio:1;day:1;hour:1
24;ORDER PLACED;at_studio:1;day:1;hour:1
24;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:1
24;INVOICE ISSUED;at_studio:1;day:1;hour:1
24;ORDER UPDATED;at_studio:1;day:1;hour:1
24;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:1
24;ORDER CLOSED;at_studio:1;day:1;hour:1
25;DETAILS ENTERED;at_studio:0;day:0;hour:0
25;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
25;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
25;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
25;ORDER PLACED;at_studio:0;day:0;hour:0
25;PHOTOS UPLOADED TO DROPBOX;at_studio:0;day:0;hour:0
25;INVOICE ISSUED;at_studio:0;day:0;hour:0
25;ORDER UPDATED;at_studio:0;day:0;hour:0
25;EMAIL LINK TO PHOTOS SENT;at_studio:0;day:0;hour:0
25;ORDER CLOSED;at_studio:0;day:0;hour:0
26;DETAILS ENTERED;at_studio:1;day:1;hour:2
26;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:2
26;CONTACTED CUSTOMER;at_studio:1;day:1;hour:2
26;INVOICE ISSUED;at_studio:1;day:1;hour:2
26;ORDER UPDATED;at_studio:1;day:1;hour:2
26;FEE RECEIVED;at_studio:1;day:1;hour:2
26;ORDER CLOSED;at_studio:1;day:1;hour:2
27;DETAILS ENTERED;at_studio:0;day:0;hour:0
27;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
27;CONTACTED CUSTOMER;at_studio:0;day:0;hour:0
27;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
27;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
27;ORDER PLACED;at_studio:0;day:0;hour:0
27;PHOTOS EDITED;at_studio:0;day:0;hour:0
27;PHOTOS UPLOADED TO DROPBOX;at_studio:0;day:0;hour:0
27;INVOICE ISSUED;at_studio:0;day:0;hour:0
27;ORDER UPDATED;at_studio:0;day:0;hour:0
27;EMAIL LINK TO PHOTOS SENT;at_studio:0;day:0;hour:0
27;ORDER CLOSED;at_studio:0;day:0;hour:0
28;DETAILS ENTERED;at_studio:1;day:1;hour:2
28;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:2
28;PHOTOS UPLOADED;at_studio:1;day:1;hour:2
28;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:2
28;ORDER PLACED;at_studio:1;day:1;hour:2
28;PHOTOS EDITED;at_studio:1;day:1;hour:2
28;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:2
28;INVOICE ISSUED;at_studio:1;day:1;hour:2
28;ORDER UPDATED;at_studio:1;day:1;hour:2
28;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:2
28;ORDER CLOSED;at_studio:1;day:1;hour:2
29;DETAILS ENTERED;at_studio:1;day:1;hour:3
29;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:3
29;PHOTOS UPLOADED;at_studio:1;day:1;hour:3
29;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:3
29;CUSTOMER REMINDED OF GALLERY;at_studio:1;day:1;hour:3
29;ORDER PLACED;at_studio:1;day:1;hour:3
29;PHOTOS EDITED;at_studio:1;day:1;hour:3
29;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:3
29;INVOICE ISSUED;at_studio:1;day:1;hour:3
29;ORDER UPDATED;at_studio:1;day:1;hour:3
29;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:3
29;ORDER CLOSED;at_studio:1;day:1;hour:3
30;DETAILS ENTERED;at_studio:1;day:1;hour:3
30;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:3
30;PHOTOS UPLOADED;at_studio:1;day:1;hour:3
30;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:3
30;ORDER PLACED;at_studio:1;day:1;hour:3
30;PHOTOS EDITED;at_studio:1;day:1;hour:3
30;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:3
30;INVOICE ISSUED;at_studio:1;day:1;hour:3
30;ORDER UPDATED;at_studio:1;day:1;hour:3
30;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:3
30;ORDER CLOSED;at_studio:1;day:1;hour:3
31;DETAILS ENTERED;at_studio:0;day:0;hour:0
31;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
31;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
31;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
31;ORDER PLACED;at_studio:0;day:0;hour:0
31;PHOTOS UPLOADED TO DROPBOX;at_studio:0;day:0;hour:0
31;INVOICE ISSUED;at_studio:0;day:0;hour:0
31;ORDER UPDATED;at_studio:0;day:0;hour:0
31;EMAIL LINK TO PHOTOS SENT;at_studio:0;day:0;hour:0
31;ORDER CLOSED;at_studio:0;day:0;hour:0
32;DETAILS ENTERED;at_studio:1;day:1;hour:4
32;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:4
32;CONTACTED CUSTOMER;at_studio:1;day:1;hour:4
32;INVOICE ISSUED;at_studio:1;day:1;hour:4
32;ORDER UPDATED;at_studio:1;day:1;hour:4
32;FEE RECEIVED;at_studio:1;day:1;hour:4
32;ORDER CLOSED;at_studio:1;day:1;hour:4
33;DETAILS ENTERED;at_studio:1;day:1;hour:4
33;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:4
33;PHOTOS UPLOADED;at_studio:1;day:1;hour:4
33;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:4
33;ORDER PLACED;at_studio:1;day:1;hour:4
33;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:4
33;INVOICE ISSUED;at_studio:1;day:1;hour:4
33;ORDER UPDATED;at_studio:1;day:1;hour:4
33;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:4
33;ORDER CLOSED;at_studio:1;day:1;hour:4
34;DETAILS ENTERED;at_studio:0;day:0;hour:0
34;BOOKING CANCELLED;at_studio:0;day:0;hour:0
35;DETAILS ENTERED;at_studio:1;day:1;hour:5
35;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:5
35;PHOTOS UPLOADED;at_studio:1;day:1;hour:5
35;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:5
35;CUSTOMER REMINDED OF GALLERY;at_studio:1;day:1;hour:5
35;INVOICE ISSUED;at_studio:1;day:1;hour:5
35;ORDER UPDATED;at_studio:1;day:1;hour:5
35;FEE RECEIVED;at_studio:1;day:1;hour:5
35;ORDER CLOSED;at_studio:1;day:1;hour:5
36;DETAILS ENTERED;at_studio:0;day:0;hour:0
36;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
36;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
36;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
36;ORDER PLACED;at_studio:0;day:0;hour:0
36;PHOTOS UPLOADED TO DROPBOX;at_studio:0;day:0;hour:0
36;INVOICE ISSUED;at_studio:0;day:0;hour:0
36;ORDER UPDATED;at_studio:0;day:0;hour:0
36;EMAIL LINK TO PHOTOS SENT;at_studio:0;day:0;hour:0
36;ORDER CLOSED;at_studio:0;day:0;hour:0
37;DETAILS ENTERED;at_studio:1;day:1;hour:5
37;BOOKING CANCELLED;at_studio:1;day:1;hour:5
38;DETAILS ENTERED;at_studio:1;day:1;hour:6
38;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:6
38;PHOTOS UPLOADED;at_studio:1;day:1;hour:6
38;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:6
38;ORDER PLACED;at_studio:1;day:1;hour:6
38;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:6
38;INVOICE ISSUED;at_studio:1;day:1;hour:6
38;INVOICE REMINDER SENT;at_studio:1;day:1;hour:6
38;ORDER UPDATED;at_studio:1;day:1;hour:6
38;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:6
38;ORDER CLOSED;at_studio:1;day:1;hour:6
39;DETAILS ENTERED;at_studio:1;day:1;hour:6
39;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:6
39;PHOTOS UPLOADED;at_studio:1;day:1;hour:6
39;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:6
39;ORDER PLACED;at_studio:1;day:1;hour:6
39;PHOTOS EDITED;at_studio:1;day:1;hour:6
39;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:6
39;INVOICE ISSUED;at_studio:1;day:1;hour:6
39;ORDER UPDATED;at_studio:1;day:1;hour:6
39;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:6
39;ORDER CLOSED;at_studio:1;day:1;hour:6
40;DETAILS ENTERED;at_studio:0;day:0;hour:0
40;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
40;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
40;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
40;ORDER PLACED;at_studio:0;day:0;hour:0
40;PHOTOS EDITED;at_studio:0;day:0;hour:0
40;PHOTOS UPLOADED TO DROPBOX;at_studio:0;day:0;hour:0
40;INVOICE ISSUED;at_studio:0;day:0;hour:0
40;ORDER UPDATED;at_studio:0;day:0;hour:0
40;EMAIL LINK TO PHOTOS SENT;at_studio:0;day:0;hour:0
40;ORDER CLOSED;at_studio:0;day:0;hour:0
41;DETAILS ENTERED;at_studio:0;day:0;hour:0
41;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
41;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
41;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
41;CUSTOMER REMINDED OF GALLERY;at_studio:0;day:0;hour:0
41;INVOICE ISSUED;at_studio:0;day:0;hour:0
41;INVOICE REMINDER SENT;at_studio:0;day:0;hour:0
41;ORDER UPDATED;at_studio:0;day:0;hour:0
41;FEE RECEIVED;at_studio:0;day:0;hour:0
41;ORDER CLOSED;at_studio:0;day:0;hour:0
42;DETAILS ENTERED;at_studio:1;day:1;hour:7
42;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:7
42;PHOTOS UPLOADED;at_studio:1;day:1;hour:7
42;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:7
42;ORDER PLACED;at_studio:1;day:1;hour:7
42;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:7
42;INVOICE ISSUED;at_studio:1;day:1;hour:7
42;ORDER UPDATED;at_studio:1;day:1;hour:7
42;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:7
42;ORDER CLOSED;at_studio:1;day:1;hour:7
43;DETAILS ENTERED;at_studio:1;day:1;hour:7
43;PHOTOGRAPHER CHECKED IN;at_studio:1;day:1;hour:7
43;PHOTOS UPLOADED;at_studio:1;day:1;hour:7
43;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:1;hour:7
43;ORDER PLACED;at_studio:1;day:1;hour:7
43;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:1;hour:7
43;INVOICE ISSUED;at_studio:1;day:1;hour:7
43;INVOICE REMINDER SENT;at_studio:1;day:1;hour:7
43;INVOICE REMINDER SENT;at_studio:1;day:1;hour:7
43;ORDER UPDATED;at_studio:1;day:1;hour:7
43;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:1;hour:7
43;ORDER CLOSED;at_studio:1;day:1;hour:7
44;DETAILS ENTERED;at_studio:0;day:0;hour:0
44;PHOTOGRAPHER CHECKED IN;at_studio:0;day:0;hour:0
44;PHOTOS UPLOADED;at_studio:0;day:0;hour:0
44;CUSTOMER NOTIFIED OF GALLERY;at_studio:0;day:0;hour:0
44;CUSTOMER REMINDED OF GALLERY;at_studio:0;day:0;hour:0
44;INVOICE ISSUED;at_studio:0;day:0;hour:0
44;ORDER UPDATED;at_studio:0;day:0;hour:0
44;FEE RECEIVED;at_studio:0;day:0;hour:0
44;ORDER CLOSED;at_studio:0;day:0;hour:0
45;DETAILS ENTERED;at_studio:1;day:2;hour:0
45;PHOTOGRAPHER CHECKED IN;at_studio:1;day:2;hour:0
45;PHOTOS UPLOADED;at_studio:1;day:2;hour:0
45;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:2;hour:0
45;CUSTOMER REMINDED OF GALLERY;at_studio:1;day:2;hour:0
45;INVOICE ISSUED;at_studio:1;day:2;hour:0
45;ORDER PLACED;at_studio:1;day:2;hour:0
45;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:2;hour:0
45;INVOICE ISSUED;at_studio:1;day:2;hour:0
45;ORDER UPDATED;at_studio:1;day:2;hour:0
45;EMAIL LINK TO PHOTOS SENT;at_studio:1;day:2;hour:0
45;ORDER CLOSED;at_studio:1;day:2;hour:0
46;DETAILS ENTERED;at_studio:1;day:2;hour:0
46;PHOTOGRAPHER CHECKED IN;at_studio:1;day:2;hour:0
46;PHOTOS UPLOADED;at_studio:1;day:2;hour:0
46;CUSTOMER NOTIFIED OF GALLERY;at_studio:1;day:2;hour:0
46;ORDER PLACED;at_studio:1;day:2;hour:0
46;PHOTOS UPLOADED TO DROPBOX;at_studio:1;day:2;hour:0
46;INVOICE ISSUED;at_studio:1;day:2;hour:0
46;INVOICE REMINDER SENT;at_studio:1;day:2;hour:0
